"Date","Price","Open","High","Low","Change %"
"06/15/2017","6.479","6.479","6.479","6.479","0.19%"
"06/14/2017","6.467","6.467","6.467","6.467","-0.39%"
"06/13/2017","6.492","6.492","6.492","6.492","-0.35%"
"06/12/2017","6.515","6.515","6.515","6.515","0.22%"
"06/09/2017","6.501","6.501","6.501","6.501","-0.47%"
"06/08/2017","6.532","6.532","6.532","6.532","-0.46%"
"06/07/2017","6.562","6.562","6.562","6.562","-1.10%"
"06/06/2017","6.635","6.635","6.635","6.635","-0.17%"
"06/05/2017","6.646","6.646","6.646","6.646","0.33%"
"06/02/2017","6.624","6.624","6.624","6.624","0.02%"
"06/01/2017","6.623","6.623","6.623","6.623","-0.57%"
"05/31/2017","6.661","6.661","6.661","6.661","0.00%"
"05/30/2017","6.661","6.661","6.661","6.661","-0.10%"
"05/29/2017","6.668","6.668","6.668","6.668","-1.75%"
"05/26/2017","6.787","6.787","6.787","6.787","-0.06%"
"05/25/2017","6.791","6.791","6.791","6.791","-0.09%"
"05/24/2017","6.797","6.797","6.797","6.797","0.12%"
"05/23/2017","6.789","6.789","6.789","6.789","0.33%"
"05/22/2017","6.767","6.767","6.767","6.767","-1.27%"
"05/19/2017","6.854","6.854","6.854","6.854","0.19%"
"05/18/2017","6.841","6.841","6.841","6.841","-0.03%"
"05/17/2017","6.843","6.843","6.843","6.843","0.03%"
"05/16/2017","6.841","6.841","6.841","6.841","0.51%"
"05/15/2017","6.806","6.806","6.806","6.806","-1.43%"
"05/12/2017","6.905","6.905","6.905","6.905","-0.52%"
"05/11/2017","6.941","6.941","6.941","6.941","0.01%"
"05/09/2017","6.940","6.940","6.940","6.940","0.17%"
"05/08/2017","6.928","6.928","6.928","6.928","-0.22%"
"05/07/2017","6.943","6.943","6.943","6.943","0.01%"
"05/05/2017","6.942","6.942","6.942","6.942","-0.40%"
"05/04/2017","6.970","6.970","6.970","6.970","0.22%"
"05/03/2017","6.955","6.955","6.955","6.955","-0.53%"
"05/02/2017","6.992","6.992","6.992","6.992","0.45%"
"04/28/2017","6.961","6.961","6.961","6.961","0.26%"
"04/27/2017","6.943","6.943","6.943","6.943","-0.20%"
"04/26/2017","6.957","6.957","6.957","6.957","0.33%"
"04/25/2017","6.934","6.934","6.934","6.934","-0.13%"
"04/24/2017","6.943","6.943","6.943","6.943","0.29%"
"04/22/2017","6.923","6.923","6.923","6.923","0.07%"
"04/21/2017","6.918","6.918","6.918","6.918","0.58%"
"04/20/2017","6.878","6.878","6.878","6.878","0.36%"
"04/19/2017","6.853","6.853","6.853","6.853","-0.15%"
"04/18/2017","6.863","6.863","6.863","6.863","0.23%"
"04/17/2017","6.847","6.847","6.847","6.847","0.38%"
"04/13/2017","6.821","6.821","6.821","6.821","0.62%"
"04/12/2017","6.779","6.779","6.779","6.779","-0.47%"
"04/11/2017","6.811","6.811","6.811","6.811","-0.79%"
"04/10/2017","6.865","6.865","6.865","6.865","0.67%"
"04/07/2017","6.819","6.819","6.819","6.819","0.75%"
"04/06/2017","6.768","6.768","6.768","6.768","1.76%"
"04/05/2017","6.651","6.651","6.651","6.651","0.05%"
"04/03/2017","6.648","6.648","6.648","6.648","-0.15%"
"03/31/2017","6.658","6.658","6.658","6.658","-0.43%"
"03/30/2017","6.687","6.687","6.687","6.687","-0.92%"
"03/29/2017","6.749","6.749","6.749","6.749","0.61%"
"03/27/2017","6.708","6.708","6.708","6.708","-1.80%"
"03/26/2017","6.831","6.831","6.831","6.831","0.04%"
"03/24/2017","6.828","6.828","6.828","6.828","-0.03%"
"03/23/2017","6.830","6.830","6.830","6.830","0.28%"
"03/22/2017","6.811","6.811","6.811","6.811","-1.09%"
"03/21/2017","6.886","6.886","6.886","6.886","-0.13%"
"03/20/2017","6.895","6.895","6.895","6.895","0.52%"
"03/18/2017","6.859","6.859","6.859","6.859","-0.01%"
"03/17/2017","6.860","6.860","6.860","6.860","0.26%"
"03/16/2017","6.842","6.842","6.842","6.842","0.23%"
"03/15/2017","6.826","6.826","6.826","6.826","-1.07%"
"03/14/2017","6.900","6.900","6.900","6.900","-0.06%"
"03/10/2017","6.904","6.904","6.904","6.904","0.73%"
"03/09/2017","6.854","6.854","6.854","6.854","-0.15%"
"03/08/2017","6.864","6.864","6.864","6.864","0.47%"
"03/07/2017","6.832","6.832","6.832","6.832","-0.51%"
"03/06/2017","6.867","6.867","6.867","6.867","1.42%"
"03/03/2017","6.771","6.771","6.771","6.771","-0.88%"
"03/02/2017","6.831","6.831","6.831","6.831","-1.40%"
"03/01/2017","6.928","6.928","6.928","6.928","0.84%"
"02/28/2017","6.870","6.870","6.870","6.870","-0.15%"
"02/27/2017","6.880","6.880","6.880","6.880","-0.51%"
"02/23/2017","6.915","6.915","6.915","6.915","-0.29%"
"02/22/2017","6.935","6.935","6.935","6.935","0.49%"
"02/20/2017","6.901","6.901","6.901","6.901","0.76%"
"02/17/2017","6.849","6.849","6.849","6.849","0.10%"
"02/16/2017","6.842","6.842","6.842","6.842","-0.29%"
"02/15/2017","6.862","6.862","6.862","6.862","-0.19%"
"02/14/2017","6.875","6.875","6.875","6.875","0.69%"
"02/13/2017","6.828","6.828","6.828","6.828","0.34%"
"02/10/2017","6.805","6.805","6.805","6.805","-0.73%"
"02/09/2017","6.855","6.855","6.855","6.855","1.60%"
"02/08/2017","6.747","6.747","6.747","6.747","4.91%"
"02/07/2017","6.431","6.431","6.431","6.431","0.30%"
"02/06/2017","6.412","6.412","6.412","6.412","0.06%"
"02/03/2017","6.408","6.408","6.408","6.408","0.12%"
"02/02/2017","6.400","6.400","6.400","6.400","-0.40%"
"02/01/2017","6.426","6.426","6.426","6.426","0.30%"
"01/31/2017","6.407","6.407","6.407","6.407","0.03%"
"01/30/2017","6.405","6.405","6.405","6.405","0.11%"
"01/27/2017","6.398","6.398","6.398","6.398","-0.39%"
"01/25/2017","6.423","6.423","6.423","6.423","-0.22%"
"01/24/2017","6.437","6.437","6.437","6.437","-0.22%"
"01/23/2017","6.451","6.451","6.451","6.451","-0.17%"
"01/20/2017","6.462","6.462","6.462","6.462","-0.19%"
"01/19/2017","6.474","6.474","6.474","6.474","0.34%"
"01/18/2017","6.452","6.452","6.452","6.452","0.51%"
"01/17/2017","6.419","6.419","6.419","6.419","-0.33%"
"01/16/2017","6.440","6.440","6.440","6.440","0.36%"
"01/13/2017","6.417","6.417","6.417","6.417","0.71%"
"01/12/2017","6.372","6.372","6.372","6.372","-0.30%"
"01/11/2017","6.391","6.391","6.391","6.391","-0.11%"
"01/10/2017","6.398","6.398","6.398","6.398","0.06%"
"01/09/2017","6.394","6.394","6.394","6.394","0.14%"
"01/06/2017","6.385","6.385","6.385","6.385","0.00%"
"01/05/2017","6.385","6.385","6.385","6.385","0.39%"
"01/04/2017","6.360","6.360","6.360","6.360","-1.24%"
"01/03/2017","6.440","6.440","6.440","6.440","0.59%"
"01/02/2017","6.402","6.402","6.402","6.402","-1.69%"
"12/30/2016","6.512","6.512","6.512","6.512","-0.17%"
"12/29/2016","6.523","6.523","6.523","6.523","-0.88%"
"12/28/2016","6.581","6.581","6.581","6.581","-0.09%"
"12/27/2016","6.587","6.587","6.587","6.587","0.26%"
"12/26/2016","6.570","6.570","6.570","6.570","0.40%"
"12/23/2016","6.544","6.544","6.544","6.544","0.40%"
"12/22/2016","6.518","6.518","6.518","6.518","0.90%"
"12/21/2016","6.460","6.460","6.460","6.460","-0.31%"
"12/20/2016","6.480","6.480","6.480","6.480","-0.46%"
"12/19/2016","6.510","6.510","6.510","6.510","0.09%"
"12/16/2016","6.504","6.504","6.504","6.504","-0.52%"
"12/15/2016","6.538","6.538","6.538","6.538","2.09%"
"12/14/2016","6.404","6.404","6.404","6.404","-0.30%"
"12/13/2016","6.423","6.423","6.423","6.423","-0.22%"
"12/09/2016","6.437","6.437","6.437","6.437","0.58%"
"12/08/2016","6.400","6.400","6.400","6.400","-0.16%"
"12/07/2016","6.410","6.410","6.410","6.410","3.37%"
"12/06/2016","6.201","6.201","6.201","6.201","-0.24%"
"12/05/2016","6.216","6.216","6.216","6.216","-0.40%"
"12/02/2016","6.241","6.241","6.241","6.241","0.47%"
"12/01/2016","6.212","6.212","6.212","6.212","-0.50%"
"11/30/2016","6.243","6.243","6.243","6.243","-1.17%"
"11/29/2016","6.317","6.317","6.317","6.317","-0.09%"
"11/28/2016","6.323","6.323","6.323","6.323","1.51%"
"11/25/2016","6.229","6.229","6.229","6.229","0.74%"
"11/24/2016","6.183","6.183","6.183","6.183","-1.51%"
"11/23/2016","6.278","6.278","6.278","6.278","-0.46%"
"11/22/2016","6.307","6.307","6.307","6.307","0.05%"
"11/21/2016","6.304","6.304","6.304","6.304","-1.93%"
"11/18/2016","6.428","6.428","6.428","6.428","0.14%"
"11/17/2016","6.419","6.419","6.419","6.419","-0.39%"
"11/16/2016","6.444","6.444","6.444","6.444","-1.32%"
"11/15/2016","6.530","6.530","6.530","6.530","-2.86%"
"11/11/2016","6.722","6.722","6.722","6.722","0.98%"
"11/10/2016","6.657","6.657","6.657","6.657","-0.14%"
"11/09/2016","6.666","6.666","6.666","6.666","-1.91%"
"11/08/2016","6.796","6.796","6.796","6.796","-0.56%"
"11/07/2016","6.834","6.834","6.834","6.834","-0.06%"
"11/04/2016","6.838","6.838","6.838","6.838","0.22%"
"11/03/2016","6.823","6.823","6.823","6.823","-1.12%"
"11/02/2016","6.900","6.900","6.900","6.900","-0.12%"
"11/01/2016","6.908","6.908","6.908","6.908","0.33%"
"10/28/2016","6.885","6.885","6.885","6.885","-0.04%"
"10/27/2016","6.888","6.888","6.888","6.888","0.25%"
"10/26/2016","6.871","6.871","6.871","6.871","0.01%"
"10/25/2016","6.870","6.870","6.870","6.870","0.20%"
"10/24/2016","6.856","6.856","6.856","6.856","0.12%"
"10/21/2016","6.848","6.848","6.848","6.848","0.01%"
"10/20/2016","6.847","6.847","6.847","6.847","0.41%"
"10/19/2016","6.819","6.819","6.819","6.819","0.10%"
"10/18/2016","6.812","6.812","6.812","6.812","-0.47%"
"10/17/2016","6.844","6.844","6.844","6.844","-0.15%"
"10/15/2016","6.854","6.854","6.854","6.854","0.03%"
"10/14/2016","6.852","6.852","6.852","6.852","0.35%"
"10/13/2016","6.828","6.828","6.828","6.828","0.13%"
"10/10/2016","6.819","6.819","6.819","6.819","-0.42%"
"10/07/2016","6.848","6.848","6.848","6.848","0.41%"
"10/06/2016","6.820","6.820","6.820","6.820","0.34%"
"10/05/2016","6.797","6.797","6.797","6.797","-0.59%"
"10/04/2016","6.837","6.837","6.837","6.837","-0.90%"
"10/03/2016","6.899","6.899","6.899","6.899","-0.85%"
"09/30/2016","6.958","6.958","6.958","6.958","-0.78%"
"09/29/2016","7.013","7.013","7.013","7.013","1.33%"
"09/28/2016","6.921","6.921","6.921","6.921","-0.17%"
"09/27/2016","6.933","6.933","6.933","6.933","-0.01%"
"09/26/2016","6.934","6.934","6.934","6.934","-0.46%"
"09/25/2016","6.966","6.966","6.966","6.966","0.00%"
"09/24/2016","6.966","6.966","6.966","6.966","0.00%"
"09/23/2016","6.966","6.966","6.966","6.966","-0.16%"
"09/22/2016","6.977","6.977","6.977","6.977","-0.88%"
"09/21/2016","7.039","7.039","7.039","7.039","-0.37%"
"09/20/2016","7.065","7.065","7.065","7.065","0.18%"
"09/19/2016","7.052","7.052","7.052","7.052","0.00%"
"09/17/2016","7.052","7.052","7.052","7.052","0.01%"
"09/16/2016","7.051","7.051","7.051","7.051","-0.23%"
"09/15/2016","7.067","7.067","7.067","7.067","-0.18%"
"09/14/2016","7.080","7.080","7.080","7.080","-0.04%"
"09/12/2016","7.083","7.083","7.083","7.083","0.37%"
"09/09/2016","7.057","7.057","7.057","7.057","0.21%"
"09/08/2016","7.042","7.042","7.042","7.042","-0.18%"
"09/07/2016","7.055","7.055","7.055","7.055","-0.59%"
"09/06/2016","7.097","7.097","7.097","7.097","-0.31%"
"09/02/2016","7.119","7.119","7.119","7.119","0.01%"
"09/01/2016","7.118","7.118","7.118","7.118","0.11%"
"08/31/2016","7.110","7.110","7.110","7.110","0.04%"
"08/30/2016","7.107","7.107","7.107","7.107","-0.20%"
"08/29/2016","7.121","7.121","7.121","7.121","-0.08%"
"08/26/2016","7.127","7.127","7.127","7.127","0.07%"
"08/25/2016","7.122","7.122","7.122","7.122","-0.17%"
"08/24/2016","7.134","7.134","7.134","7.134","-0.34%"
"08/23/2016","7.158","7.158","7.158","7.158","0.03%"
"08/22/2016","7.156","7.156","7.156","7.156","0.80%"
"08/19/2016","7.099","7.099","7.099","7.099","-0.57%"
"08/18/2016","7.140","7.140","7.140","7.140","0.51%"
"08/16/2016","7.104","7.104","7.104","7.104","0.01%"
"08/14/2016","7.103","7.103","7.103","7.103","0.00%"
"08/13/2016","7.103","7.103","7.103","7.103","0.03%"
"08/12/2016","7.101","7.101","7.101","7.101","0.25%"
"08/11/2016","7.083","7.083","7.083","7.083","-0.25%"
"08/10/2016","7.101","7.101","7.101","7.101","-0.32%"
"08/09/2016","7.124","7.124","7.124","7.124","-0.68%"
"08/08/2016","7.173","7.173","7.173","7.173","0.07%"
"08/06/2016","7.168","7.168","7.168","7.168","0.03%"
"08/05/2016","7.166","7.166","7.166","7.166","-0.04%"
"08/04/2016","7.169","7.169","7.169","7.169","-0.35%"
"08/03/2016","7.194","7.194","7.194","7.194","0.28%"
"08/02/2016","7.174","7.174","7.174","7.174","0.49%"
"08/01/2016","7.139","7.139","7.139","7.139","-0.34%"
"07/29/2016","7.163","7.163","7.163","7.163","-0.31%"
"07/28/2016","7.185","7.185","7.185","7.185","-0.90%"
"07/27/2016","7.250","7.250","7.250","7.250","-0.03%"
"07/26/2016","7.252","7.252","7.252","7.252","0.06%"
"07/25/2016","7.248","7.248","7.248","7.248","-0.01%"
"07/22/2016","7.249","7.249","7.249","7.249","-0.17%"
"07/21/2016","7.261","7.261","7.261","7.261","-0.12%"
"07/20/2016","7.270","7.270","7.270","7.270","-0.14%"
"07/19/2016","7.280","7.280","7.280","7.280","-0.19%"
"07/18/2016","7.294","7.294","7.294","7.294","0.30%"
"07/15/2016","7.272","7.272","7.272","7.272","-0.18%"
"07/14/2016","7.285","7.285","7.285","7.285","0.01%"
"07/13/2016","7.284","7.284","7.284","7.284","-0.72%"
"07/12/2016","7.337","7.337","7.337","7.337","-0.64%"
"07/11/2016","7.384","7.384","7.384","7.384","0.00%"
"07/08/2016","7.384","7.384","7.384","7.384","0.04%"
"07/07/2016","7.381","7.381","7.381","7.381","-0.18%"
"07/05/2016","7.394","7.394","7.394","7.394","-0.42%"
"07/04/2016","7.425","7.425","7.425","7.425","0.08%"
"07/01/2016","7.419","7.419","7.419","7.419","-0.39%"
"06/30/2016","7.448","7.448","7.448","7.448","0.05%"
"06/29/2016","7.444","7.444","7.444","7.444","-0.12%"
"06/28/2016","7.453","7.453","7.453","7.453","-0.08%"
"06/27/2016","7.459","7.459","7.459","7.459","-0.19%"
"06/24/2016","7.473","7.473","7.473","7.473","-0.08%"
"06/23/2016","7.479","7.479","7.479","7.479","0.04%"
"06/22/2016","7.476","7.476","7.476","7.476","-0.29%"
"06/21/2016","7.498","7.498","7.498","7.498","0.05%"
"06/20/2016","7.494","7.494","7.494","7.494","-0.09%"
"06/17/2016","7.501","7.501","7.501","7.501","-0.04%"
"06/16/2016","7.504","7.504","7.504","7.504","-0.17%"
"06/15/2016","7.517","7.517","7.517","7.517","0.00%"
"06/14/2016","7.517","7.517","7.517","7.517","-0.11%"
"06/13/2016","7.525","7.525","7.525","7.525","0.45%"
"06/10/2016","7.491","7.491","7.491","7.491","0.07%"
"06/09/2016","7.486","7.486","7.486","7.486","-0.03%"
"06/08/2016","7.488","7.488","7.488","7.488","0.08%"
"06/07/2016","7.482","7.482","7.482","7.482","0.09%"
"06/06/2016","7.475","7.475","7.475","7.475","-0.17%"
"06/03/2016","7.488","7.488","7.488","7.488","0.03%"
"06/02/2016","7.486","7.486","7.486","7.486","0.00%"
"06/01/2016","7.486","7.486","7.486","7.486","0.20%"
"05/31/2016","7.471","7.471","7.471","7.471","0.15%"
"05/30/2016","7.460","7.460","7.460","7.460","-0.15%"
"05/28/2016","7.471","7.471","7.471","7.471","0.01%"
"05/27/2016","7.470","7.470","7.470","7.470","0.01%"
"05/26/2016","7.469","7.469","7.469","7.469","0.08%"
"05/25/2016","7.463","7.463","7.463","7.463","-0.04%"
"05/24/2016","7.466","7.466","7.466","7.466","0.03%"
"05/23/2016","7.464","7.464","7.464","7.464","-0.16%"
"05/20/2016","7.476","7.476","7.476","7.476","0.08%"
"05/19/2016","7.470","7.470","7.470","7.470","-0.05%"
"05/18/2016","7.474","7.474","7.474","7.474","0.30%"
"05/17/2016","7.452","7.452","7.452","7.452","0.00%"
"05/16/2016","7.452","7.452","7.452","7.452","0.05%"
"05/13/2016","7.448","7.448","7.448","7.448","0.35%"
"05/12/2016","7.422","7.422","7.422","7.422","-0.08%"
"05/11/2016","7.428","7.428","7.428","7.428","0.00%"
"05/10/2016","7.428","7.428","7.428","7.428","0.04%"
"05/09/2016","7.425","7.425","7.425","7.425","-0.13%"
"05/06/2016","7.435","7.435","7.435","7.435","0.00%"
"05/05/2016","7.435","7.435","7.435","7.435","0.04%"
"05/04/2016","7.432","7.432","7.432","7.432","-0.13%"
"05/03/2016","7.442","7.442","7.442","7.442","0.04%"
"05/02/2016","7.439","7.439","7.439","7.439","0.05%"
"04/29/2016","7.435","7.435","7.435","7.435","-0.11%"
"04/28/2016","7.443","7.443","7.443","7.443","-0.23%"
"04/27/2016","7.460","7.460","7.460","7.460","-0.12%"
"04/26/2016","7.469","7.469","7.469","7.469","-0.01%"
"04/25/2016","7.470","7.470","7.470","7.470","0.19%"
"04/22/2016","7.456","7.456","7.456","7.456","-0.23%"
"04/21/2016","7.473","7.473","7.473","7.473","0.48%"
"04/20/2016","7.437","7.437","7.437","7.437","0.27%"
"04/18/2016","7.417","7.417","7.417","7.417","-0.24%"
"04/13/2016","7.435","7.435","7.435","7.435","0.24%"
"04/12/2016","7.417","7.417","7.417","7.417","0.03%"
"04/11/2016","7.415","7.415","7.415","7.415","-0.43%"
"04/07/2016","7.447","7.447","7.447","7.447","-0.17%"
"04/06/2016","7.460","7.460","7.460","7.460","-0.03%"
"04/05/2016","7.462","7.462","7.462","7.462","0.73%"
"04/04/2016","7.408","7.408","7.408","7.408","-0.68%"
"03/31/2016","7.459","7.459","7.459","7.459","-0.49%"
"03/30/2016","7.496","7.496","7.496","7.496","-0.24%"
"03/29/2016","7.514","7.514","7.514","7.514","0.21%"
"03/28/2016","7.498","7.498","7.498","7.498","-0.12%"
"03/23/2016","7.507","7.507","7.507","7.507","0.04%"
"03/22/2016","7.504","7.504","7.504","7.504","0.00%"
"03/21/2016","7.504","7.504","7.504","7.504","-0.21%"
"03/18/2016","7.520","7.520","7.520","7.520","0.11%"
"03/17/2016","7.512","7.512","7.512","7.512","-0.78%"
"03/16/2016","7.571","7.571","7.571","7.571","-0.12%"
"03/15/2016","7.580","7.580","7.580","7.580","-0.25%"
"03/14/2016","7.599","7.599","7.599","7.599","-0.37%"
"03/11/2016","7.627","7.627","7.627","7.627","-0.10%"
"03/10/2016","7.635","7.635","7.635","7.635","-0.25%"
"03/09/2016","7.654","7.654","7.654","7.654","0.16%"
"03/08/2016","7.642","7.642","7.642","7.642","0.12%"
"03/04/2016","7.633","7.633","7.633","7.633","-0.33%"
"03/03/2016","7.658","7.658","7.658","7.658","0.46%"
"03/02/2016","7.623","7.623","7.623","7.623","0.25%"
"03/01/2016","7.604","7.604","7.604","7.604","-0.25%"
"02/29/2016","7.623","7.623","7.623","7.623","-2.01%"
"02/26/2016","7.779","7.779","7.779","7.779","-1.04%"
"02/25/2016","7.861","7.861","7.861","7.861","0.37%"
"02/24/2016","7.832","7.832","7.832","7.832","0.13%"
"02/23/2016","7.822","7.822","7.822","7.822","0.63%"
"02/22/2016","7.773","7.773","7.773","7.773","0.45%"
"02/18/2016","7.738","7.738","7.738","7.738","-0.62%"
"02/17/2016","7.786","7.786","7.786","7.786","0.08%"
"02/16/2016","7.780","7.780","7.780","7.780","0.34%"
"02/15/2016","7.754","7.754","7.754","7.754","0.40%"
"02/14/2016","7.723","7.723","7.723","7.723","0.00%"
"02/12/2016","7.723","7.723","7.723","7.723","0.09%"
"02/11/2016","7.716","7.716","7.716","7.716","-0.08%"
"02/10/2016","7.722","7.722","7.722","7.722","-0.21%"
"02/09/2016","7.738","7.738","7.738","7.738","0.17%"
"02/08/2016","7.725","7.725","7.725","7.725","-1.24%"
"02/05/2016","7.822","7.822","7.822","7.822","-0.17%"
"02/04/2016","7.835","7.835","7.835","7.835","-0.18%"
"02/03/2016","7.849","7.849","7.849","7.849","0.00%"
"02/02/2016","7.849","7.849","7.849","7.849","0.73%"
"02/01/2016","7.792","7.792","7.792","7.792","0.17%"
"01/29/2016","7.779","7.779","7.779","7.779","-0.33%"
"01/28/2016","7.805","7.805","7.805","7.805","0.22%"
"01/27/2016","7.788","7.788","7.788","7.788","-0.22%"
"01/25/2016","7.805","7.805","7.805","7.805","0.39%"
"01/22/2016","7.775","7.775","7.775","7.775","0.35%"
"01/21/2016","7.748","7.748","7.748","7.748","-0.08%"
"01/20/2016","7.754","7.754","7.754","7.754","-0.33%"
"01/19/2016","7.780","7.780","7.780","7.780","-0.40%"
"01/18/2016","7.811","7.811","7.811","7.811","0.06%"
"01/15/2016","7.806","7.806","7.806","7.806","0.26%"
"01/14/2016","7.786","7.786","7.786","7.786","0.27%"
"01/13/2016","7.765","7.765","7.765","7.765","0.08%"
"01/12/2016","7.759","7.759","7.759","7.759","0.06%"
"01/11/2016","7.754","7.754","7.754","7.754","0.17%"
"01/10/2016","7.741","7.741","7.741","7.741","0.00%"
"01/08/2016","7.741","7.741","7.741","7.741","0.06%"
"01/07/2016","7.736","7.736","7.736","7.736","0.00%"
"01/06/2016","7.736","7.736","7.736","7.736","-0.04%"
"01/05/2016","7.739","7.739","7.739","7.739","0.21%"
"01/04/2016","7.723","7.723","7.723","7.723","-0.05%"
"01/01/2016","7.727","7.727","7.727","7.727","-0.40%"
"12/31/2015","7.758","7.758","7.758","7.758","0.12%"
"12/30/2015","7.749","7.749","7.749","7.749","-0.08%"
"12/29/2015","7.755","7.755","7.755","7.755","-0.01%"
"12/28/2015","7.756","7.756","7.756","7.756","0.09%"
"12/23/2015","7.749","7.749","7.749","7.749","-0.09%"
"12/22/2015","7.756","7.756","7.756","7.756","-0.22%"
"12/21/2015","7.773","7.773","7.773","7.773","0.62%"
"12/18/2015","7.725","7.725","7.725","7.725","0.22%"
"12/17/2015","7.708","7.708","7.708","7.708","-0.34%"
"12/16/2015","7.734","7.734","7.734","7.734","-0.68%"
"12/15/2015","7.787","7.787","7.787","7.787","-0.37%"
"12/14/2015","7.816","7.816","7.816","7.816","0.55%"
"12/11/2015","7.773","7.773","7.773","7.773","-0.09%"
"12/10/2015","7.780","7.780","7.780","7.780","0.04%"
"12/09/2015","7.777","7.777","7.777","7.777","-0.23%"
"12/08/2015","7.795","7.795","7.795","7.795","0.53%"
"12/07/2015","7.754","7.754","7.754","7.754","-0.04%"
"12/04/2015","7.757","7.757","7.757","7.757","0.58%"
"12/03/2015","7.712","7.712","7.712","7.712","-0.39%"
"12/02/2015","7.742","7.742","7.742","7.742","0.28%"
"12/01/2015","7.720","7.720","7.720","7.720","-0.85%"
"11/30/2015","7.786","7.786","7.786","7.786","0.26%"
"11/27/2015","7.766","7.766","7.766","7.766","0.60%"
"11/26/2015","7.720","7.720","7.720","7.720","0.22%"
"11/24/2015","7.703","7.703","7.703","7.703","-0.16%"
"11/23/2015","7.715","7.715","7.715","7.715","0.23%"
"11/22/2015","7.697","7.697","7.697","7.697","0.00%"
"11/20/2015","7.697","7.697","7.697","7.697","0.33%"
"11/19/2015","7.672","7.672","7.672","7.672","-0.09%"
"11/18/2015","7.679","7.679","7.679","7.679","0.16%"
"11/17/2015","7.667","7.667","7.667","7.667","0.20%"
"11/16/2015","7.652","7.652","7.652","7.652","0.08%"
"11/13/2015","7.646","7.646","7.646","7.646","-0.47%"
"11/10/2015","7.682","7.682","7.682","7.682","-0.56%"
"11/09/2015","7.725","7.725","7.725","7.725","0.52%"
"11/06/2015","7.685","7.685","7.685","7.685","0.08%"
"11/05/2015","7.679","7.679","7.679","7.679","0.35%"
"11/04/2015","7.652","7.652","7.652","7.652","0.08%"
"11/03/2015","7.646","7.646","7.646","7.646","0.22%"
"11/02/2015","7.629","7.629","7.629","7.629","-0.14%"
"10/30/2015","7.640","7.640","7.640","7.640","0.14%"
"10/29/2015","7.629","7.629","7.629","7.629","0.50%"
"10/28/2015","7.591","7.591","7.591","7.591","-0.17%"
"10/27/2015","7.604","7.604","7.604","7.604","-0.09%"
"10/26/2015","7.611","7.611","7.611","7.611","0.34%"
"10/23/2015","7.585","7.585","7.585","7.585","0.03%"
"10/21/2015","7.583","7.583","7.583","7.583","0.05%"
"10/20/2015","7.579","7.579","7.579","7.579","0.11%"
"10/19/2015","7.571","7.571","7.571","7.571","0.08%"
"10/18/2015","7.565","7.565","7.565","7.565","0.01%"
"10/16/2015","7.564","7.564","7.564","7.564","0.21%"
"10/15/2015","7.548","7.548","7.548","7.548","-0.08%"
"10/14/2015","7.554","7.554","7.554","7.554","-0.08%"
"10/13/2015","7.560","7.560","7.560","7.560","-0.26%"
"10/12/2015","7.580","7.580","7.580","7.580","0.46%"
"10/09/2015","7.545","7.545","7.545","7.545","0.12%"
"10/08/2015","7.536","7.536","7.536","7.536","-0.05%"
"10/07/2015","7.540","7.540","7.540","7.540","0.17%"
"10/06/2015","7.527","7.527","7.527","7.527","0.19%"
"10/05/2015","7.513","7.513","7.513","7.513","-0.66%"
"10/03/2015","7.563","7.563","7.563","7.563","0.03%"
"10/01/2015","7.561","7.561","7.561","7.561","0.29%"
"09/30/2015","7.539","7.539","7.539","7.539","-0.95%"
"09/29/2015","7.611","7.611","7.611","7.611","-1.48%"
"09/28/2015","7.725","7.725","7.725","7.725","0.12%"
"09/27/2015","7.716","7.716","7.716","7.716","0.01%"
"09/24/2015","7.715","7.715","7.715","7.715","0.00%"
"09/23/2015","7.715","7.715","7.715","7.715","0.00%"
"09/22/2015","7.715","7.715","7.715","7.715","0.16%"
"09/21/2015","7.703","7.703","7.703","7.703","0.08%"
"09/18/2015","7.697","7.697","7.697","7.697","-0.72%"
"09/16/2015","7.753","7.753","7.753","7.753","-0.04%"
"09/15/2015","7.756","7.756","7.756","7.756","0.01%"
"09/14/2015","7.755","7.755","7.755","7.755","-0.21%"
"09/11/2015","7.771","7.771","7.771","7.771","-0.01%"
"09/10/2015","7.772","7.772","7.772","7.772","0.08%"
"09/09/2015","7.766","7.766","7.766","7.766","-0.06%"
"09/08/2015","7.771","7.771","7.771","7.771","-0.38%"
"09/07/2015","7.801","7.801","7.801","7.801","0.62%"
"09/04/2015","7.753","7.753","7.753","7.753","0.09%"
"09/03/2015","7.746","7.746","7.746","7.746","-0.05%"
"09/02/2015","7.750","7.750","7.750","7.750","-0.01%"
"09/01/2015","7.751","7.751","7.751","7.751","-0.42%"
"08/31/2015","7.784","7.784","7.784","7.784","0.09%"
"08/28/2015","7.777","7.777","7.777","7.777","0.14%"
"08/27/2015","7.766","7.766","7.766","7.766","-0.32%"
"08/26/2015","7.791","7.791","7.791","7.791","-0.29%"
"08/25/2015","7.814","7.814","7.814","7.814","-1.00%"
"08/24/2015","7.893","7.893","7.893","7.893","1.40%"
"08/21/2015","7.784","7.784","7.784","7.784","0.48%"
"08/20/2015","7.747","7.747","7.747","7.747","0.08%"
"08/19/2015","7.741","7.741","7.741","7.741","-0.04%"
"08/17/2015","7.744","7.744","7.744","7.744","-0.01%"
