Name,Sub Category,NSE Benchmark,BSE Benchmark,Crisil Benchmark,MSCI Benchmark,Plan,AUM,expense_ratio,lockin,exit_load,sip_investment,minimum_lumpsum,minimum_sip,absolute_returns__3m,absolute_returns__6m,absolute_returns__1y,3y_avg_annual_rolling_return_,cagr_3y,cagr_5y,cagr_10y,pe_ratio,category_pe_ratio,tracking_error,volatility,category_st_dev,maximum_drawdown,percentage_equity_holding,percentage_debt_holding,percentage_largecap_holding,percentage_midcap_holding,percentage_smallcap_holding,percentage_concetration__top_5_holdings,percentage_cash_holding
Kotak Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,6038.39,0.08,0,0,Not allowed,100,0,1.64,3.29,6.75,5.56,5.89,4.88,0,0,0,0,0.13,0.08,0,0,0,0,0,0,100.62,96.15
Tata Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,4311.01,0.06,0,0,Allowed,5000,150,1.62,3.3,6.77,5.33,5.89,4.89,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100.02,95.38
HSBC Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,2104.06,0.06,0,0,Allowed,5000,500,1.62,3.29,6.76,6.26,5.9,4.92,0,0,0,0,0.01,0.08,0,0,0,0,0,0,99.88,95.26
DSP Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,2071.17,0.06,0,0,Allowed,100,100,1.64,3.29,6.76,5.3,5.89,4.92,0,0,0,0,0.14,0.08,0,0,0,0,0,0,99.56,93.74
Bandhan Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,1145.63,0.05,0,0,Allowed,1000,100,1.62,3.29,6.76,5.33,5.88,4.87,0,0,0,0,0.01,0.08,0,0,0,0,0,0,99.16,94.78
LIC MF Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,869.37,0.07,0,0,Allowed,5000,0,1.62,3.29,6.75,5.34,5.89,4.89,0,0,0,0,0.01,0.08,0,0,0,0,0,0,98.27,86.68
Sundaram Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,848.85,0.07,0,0,Allowed,5000,0,1.62,3.29,6.74,5.31,5.86,4.87,0,0,0,0,0.01,0.08,0,0,0,0,0,0,99.9,95.89
Baroda BNP Paribas Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,814.58,0.09,0,0,Allowed,5000,500,1.62,3.29,6.75,5.33,5.88,4.9,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,96.37
Mirae Asset Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,741.26,0.07,0,0,Allowed,5000,0,1.62,3.3,6.78,6.25,5.91,4.94,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,97.98
Edelweiss Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,529.25,0.11,0,0,Allowed,100,0,1.6,3.25,6.69,5.28,5.82,4.89,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100.19,96.23
Franklin India Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,476.58,0.1,0,0,Allowed,5000,0,1.6,3.25,6.69,5.52,5.81,4.8,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,95.66
Bajaj Finserv Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,452.29,0.08,0,0,Allowed,100,1000,1.62,3.29,6.75,0,0,0,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,96.69
Invesco India Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,414.12,0.06,0,0,Not allowed,1000,0,1.62,3.29,6.76,5.32,5.87,0,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,97.59
Shriram Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,380.92,0.1,0,0,Allowed,500,0,1.59,3.25,6.7,0,0,0,0,0,0,0,5.2,0.08,4.3,0,0,0,0,0,100,100
Union Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,371.73,0.07,0,0,Allowed,5000,0,1.61,3.28,6.76,5.33,5.88,4.87,0,0,0,0,0.01,0.08,0,0,0,0,0,0,99.91,97.32
TRUSTMF Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,311.26,0.07,0,0,Allowed,1000,1000,1.64,3.31,6.74,0,0,0,0,0,0,0.02,0.11,0.08,0,0,0,0,0,0,100,99.05
JM Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,245.04,0.08,0,0,Allowed,1000,0,1.6,3.25,6.68,5.31,5.84,0,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,100
NJ Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,212.88,0.05,0,0,Allowed,5000,0,1.61,3.24,6.67,0,0,0,0,0,0,0.01,0.13,0.08,0,0,0,0,0,0,100,100
Quant Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,195.99,0.15,0,0,Allowed,5000,0,1.68,3.36,7.06,0,0,0,0,0,0,0,0.15,0.08,0,0,0,0,0,0,100,100
Canara Rob Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,166.33,0.1,0,0,Not allowed,5000,0,1.59,3.23,6.65,5.28,5.82,4.85,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,100
Mahindra Manulife Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,141.55,0.09,0,0,Not allowed,1000,0,1.62,3.29,6.75,5.35,5.89,4.89,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,92.95
Helios Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,109.86,0.09,0,0,Not allowed,5000,0,1.6,3.23,6.66,0,0,0,0,0,0,0,0.14,0.08,0,0,0,0,0,0,100,100
Bank of India Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,105.54,0.08,0,0,Not allowed,5000,0,1.64,3.33,6.83,5.42,5.98,0,0,0,0,0,0.01,0.08,0,0,0,0,0,0,100,100
Samco Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,61.2,0.13,0,0,Allowed,5000,0,1.57,3.18,6.57,0,0,0,0,0,0,0,0.02,0.08,0,0,0,0,0,0,100,100
PGIM India Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,58.93,0.1,0,0,Allowed,5000,1000,1.62,3.31,6.74,5.33,5.87,4.93,0,0,0,0.01,0.02,0.08,0,0,0,0,0,0,103.38,95.77
ITI Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,23.69,0.08,0,0,Allowed,5000,500,1.58,3.19,6.54,5.17,5.7,4.75,0,0,0,0.01,0.01,0.08,0,0,0,0,0,0,100,100
Groww Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,20.16,0.14,0,0,Allowed,100,0,1.63,3.28,6.71,4.5,5.72,4.76,0,0,0,0,0.13,0.08,0,0,0,0,0,0,100,97.52
Navi Overnight Fund,Overnight Fund,NIFTY 1D Rate Index,,CRISIL Liquid Overnight Index,,Growth,4.56,0.05,0,0,Allowed,10,0,1.43,2.88,6.19,0,0,0,0,0,0,0.02,0.14,0.08,0.01,0,0,0,0,0,100,100
SBI Automotive Opportunities Fund,Sectoral Fund - Auto,NIFTY Auto,BSE Auto,,,Growth,6003.23,0.58,0,1,Allowed,5000,0,-3.49,0,0,0,0,0,0,39.26,39.26,4.91,16.24,16.24,14.18,95.18,0,53.35,18.69,23.14,46.05,4.82
Invesco India Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,1043.44,0.93,0,1,Allowed,1000,100,6.75,13.52,33.71,19.84,17.16,17.36,16.89,29.65,27.01,8.41,16.8,16.65,42.4,97.56,0,55.21,26.04,16.32,47.17,2.44
Aditya Birla SL Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,3263.64,1,0,1,Allowed,1000,0,4.21,9.16,20.37,16.62,12,14.32,15.21,22.91,27.01,5.85,16.44,16.65,47.45,97.62,0,65.54,14.27,17.81,55.21,1.96
Sundaram Fin Serv Opp Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,1452.94,0.74,0,0.5,Allowed,100,0,2.51,7.29,24.22,21.63,17.03,17.59,14.93,20.27,27.01,6.11,17.17,16.65,43.22,95.27,0.98,60.55,11.11,23.6,45.7,3.75
ICICI Pru Banking & Fin Serv Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,8850.47,1.02,0,1,Allowed,5000,100,3.23,12.82,23.98,15.53,11.75,13.81,14.79,29.12,27.01,5.12,13.71,16.65,47.76,95.43,0.56,73.11,13.66,8.66,57.59,4.01
Nippon India Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,6237.85,1.07,0,1,Allowed,5000,1500,4.02,11.06,24.46,21.4,16.01,16.41,14.03,25.4,27.01,4.92,15.56,16.65,50.56,98.33,0,67.87,18.39,12.07,55.61,1.67
Taurus Banking & Fin Serv Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,11.09,1.84,0,1,Allowed,500,1500,2.59,6.68,22.45,15.54,11.62,13.35,12.4,20.53,27.01,5.31,16.88,16.65,41.62,96.69,0,78.1,10.85,7.74,71.24,3.31
Baroda BNP Paribas Banking and Fin Serv Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,192.11,0.98,0,1,Allowed,5000,0,7.27,11.57,30.57,15.07,13.37,13.07,12.16,30.47,27.01,7.19,18.18,16.65,42.79,97.6,0.62,76.78,16.21,4.6,56.97,1.78
UTI Banking and Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,1159.45,1.22,0,1,Allowed,5000,0,5.5,11.78,28.04,16.21,13,13.15,11.76,28.66,27.01,6.27,16.91,16.65,49,98.94,0.38,65.58,17.16,16.2,48,0.67
SBI Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,6407.35,0.74,0,0.5,Allowed,5000,1000,5.1,12.3,34.74,16.53,14.07,16.1,0,21.89,27.01,5.78,16.63,16.65,43.81,88.39,0,54.78,18.41,15.19,57.83,11.61
HDFC Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,3650.38,0.67,0,1,Allowed,100,1500,4.03,9.07,22.92,19.19,13.2,0,0,23.61,27.01,4.92,16.52,16.65,21.72,99.58,0,65.51,16.27,17.8,55.19,0.42
Tata Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,2374.28,0.43,0,0.25,Allowed,5000,150,5.24,12.26,23.37,17.13,14.09,15.62,0,27.31,27.01,6.53,15.71,16.65,41.58,98.61,0,55.21,15.53,27.87,51.28,1.39
Mirae Asset Banking and Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,1844.8,0.6,0,1,Allowed,5000,0,4.84,11.39,24.8,17.12,13.66,0,0,23.16,27.01,5.55,16.55,16.65,21.04,99.11,0,61.89,17.84,19.38,53.27,0.89
DSP Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,992.59,0.72,0,0.5,Allowed,100,100,8.82,14.92,0,0,0,0,0,28.35,27.01,8.91,18.21,16.65,8.06,89.94,0,70.6,12.67,6.67,54.22,10.06
Kotak Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,985.92,0.68,0,1,Allowed,100,100,5.32,12.66,27.8,0,0,0,0,22.75,27.01,5.42,17.63,16.65,8.62,98.18,0,73.26,12.66,12.27,54.09,1.82
Bandhan Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,950.78,0.6,0,0.5,Allowed,1000,0,6.8,13.62,35.25,0,0,0,0,33.24,27.01,8.49,15.65,16.65,7.22,95.55,0,62.2,16.31,17.04,48,4.45
Quant BFSI Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,704.62,0.69,0,1,Allowed,5000,0,-6.17,-0.53,32.98,0,0,0,0,45.69,27.01,14.6,20.48,16.65,14.13,61.13,2.38,20.94,2.14,38.05,46.28,-1.25
WOC Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,282.29,0.67,0,1,Allowed,500,0,6.37,13.64,0,0,0,0,0,24.85,27.01,5.23,16.94,16.65,7.9,88.05,2.65,56.2,5.83,26.02,50.55,9.3
ITI Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,268.28,0.44,0,1,Allowed,5000,0,3.19,7.43,20.15,0,0,0,0,24.27,27.01,4.98,16.99,16.65,14.96,97.98,0,72.51,16.19,9.28,56.34,2.02
LIC MF Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,261.14,1.05,0,1,Allowed,5000,1000,1.39,5.46,13.12,15.85,10.94,12.05,0,21.06,27.01,5.9,16.26,16.65,44.76,98.01,0,57.67,10.52,29.81,50.7,1.99
Helios Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,127.06,0.76,0,1,Allowed,5000,0,9.31,0,0,0,0,0,0,32.08,27.01,6.61,15.34,16.65,6.71,99.24,0,58.85,27.1,13.29,46.67,0.76
Groww Banking & Financial Services Fund,Sectoral Fund - Banks & Financial Services,NIFTY Financial Services,BSE Financial Services,,,Growth,45.87,0.36,0,1,Allowed,500,10,3.9,8.12,0,0,0,0,0,32.06,27.01,5.08,15.46,16.65,7.05,96.83,0,66.08,13.46,17.29,53.93,3.17
SBI Consumption Opp Fund,Sectoral Fund - Consumption,,,,,Growth,3100.76,0.9,0,0.1,Allowed,5000,1000,2.3,16.64,35.83,27.92,23.11,23.76,18.17,75.9,72.28,7.29,11.77,12.4,35.38,95.62,0,30.09,25.84,39.69,23.64,4.38
Mirae Asset Great Consumer Fund,Sectoral Fund - Consumption,,,,,Growth,4118.05,0.42,0,1,Allowed,5000,0,-0.87,14.02,32.41,24.64,19.2,22.09,18.14,69.74,72.28,4.97,11.91,12.4,35.49,97.42,0,60.03,10.38,27.01,26.53,2.58
Canara Rob Consumer Trends Fund,Sectoral Fund - Consumption,,,,,Growth,1747.37,0.84,0,1,Allowed,5000,1000,1.15,10.63,33.71,22.25,17.43,22.12,18.06,66.38,72.28,7.13,13.15,12.4,34.7,95.5,0,51.93,21.6,21.98,23.6,4.5
Aditya Birla SL India GenNext Fund,Sectoral Fund - Consumption,,,,,Growth,5853.86,0.72,0,1,Allowed,1000,100,-0.25,12.24,29.98,20.61,14.81,20.02,17.54,66.29,72.28,4.54,11.63,12.4,34.52,99.06,0,63.93,17.69,17.45,21.88,0.94
Sundaram Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,1723.71,1.28,0,0.5,Allowed,100,0,1.44,16.02,27.85,20.96,17.69,19.04,15.9,77.38,72.28,4.84,11.77,12.4,35.74,95.17,0,73.45,8.54,13.18,37.68,4.83
Nippon India Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,2073.22,0.68,0,1,Allowed,5000,1500,-2.37,10,33.57,26.3,20.11,24.94,15.41,76.71,72.28,4.53,11.51,12.4,31.03,95.53,0,61.15,17.97,16.41,29.15,4.47
ICICI Pru FMCG Fund,Sectoral Fund - Consumption,,,,,Growth,1763.03,1.29,0,1,Allowed,5000,0,-5,5.49,12.06,19.76,15.23,14.96,14.12,63.73,72.28,3.5,12.01,12.4,29.59,96.8,1.02,73.54,16.14,6.76,68.38,2.18
UTI India Consumer Fund,Sectoral Fund - Consumption,,,,,Growth,776.98,1.58,0,1,Allowed,5000,500,-0.92,11.05,32.21,18.14,13.1,17.06,12.09,81.16,72.28,4.52,12.33,12.4,29.69,95.39,0.21,64.13,18.26,12.99,26.97,4.39
Axis Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,4461.44,0.36,0,1,Allowed,100,100,0,0,0,0,0,0,0,71.07,72.28,6.06,13.1,12.4,8.79,69.97,0,57.35,8.06,4.56,52.53,30.03
ICICI Pru Bharat Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,3160.63,1.09,0,1,Allowed,5000,0,0.11,11.77,32.96,24.66,20.18,20.67,0,67,72.28,4.86,10.24,12.4,31.34,90.93,0.95,58.92,14.55,17.45,29.35,5.85
Tata India Consumer Fund,Sectoral Fund - Consumption,,,,,Growth,2374.84,0.7,0,0.25,Allowed,5000,0,1.99,17.81,36,22.96,19.5,21.89,0,94.81,72.28,7.1,12.81,12.4,32.46,90.91,0,41.89,19.34,29.68,38,9.09
Baroda BNP Paribas India Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,1574.78,0.61,0,1,Allowed,5000,0,-1.34,13.06,32.61,21.89,16.88,21.8,0,76.71,72.28,3.75,12.07,12.4,30.82,95.7,0.87,62.06,22.19,11.44,30.65,3.43
HSBC Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,1561.96,0.71,0,1,Allowed,5000,0,6.24,16.98,41.93,0,0,0,0,88.45,72.28,7.94,13.68,12.4,8.89,94.82,0,36.86,25.08,32.88,23.93,5.11
Kotak Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,1070.54,0.55,0,1,Allowed,100,100,1.98,20.01,0,0,0,0,0,62.46,72.28,6.23,12.59,12.4,11.06,98.23,0,49.44,14.53,34.27,38.59,1.77
Mahindra Manulife Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,396.99,0.66,0,1,Allowed,1000,1500,-1.26,10.95,34.49,22.55,19.2,19.35,0,69,72.28,5.26,13.11,12.4,33.98,93.6,0,56.64,12.04,24.92,27.82,6.4
Quant Consumption Fund,Sectoral Fund - Consumption,,,,,Growth,336.31,0.77,0,1,Allowed,5000,3000,-4.84,7.2,0,0,0,0,0,48.16,72.28,10.73,14.92,12.4,9.87,77.32,1.48,30.24,25.07,22.01,44.64,3.04
DSP Natural Res & New Energy Fund,Sectoral Fund - Energy & Power,,,,,Growth,1245.87,0.97,0,0,Allowed,100,0,-1.23,3.47,42.65,26.64,19.3,24.55,18.07,22.36,36.38,0,20.69,18.5,48.03,84.23,0,44.06,28.23,11.94,40.24,2.86
Nippon India Power & Infra Fund,Sectoral Fund - Energy & Power,,,,,Growth,7402.07,0.95,0,1,Allowed,5000,100,-2.73,9.04,50.4,39.77,29.93,30.88,17.51,51.93,36.38,6.69,19.2,18.5,53.17,98.09,0,55.78,21.55,20.76,32.77,1.91
SBI Energy Opportunities Fund,Sectoral Fund - Energy & Power,,,,,Growth,10889.77,0.57,0,1,Allowed,5000,500,-5.27,3.26,0,0,0,0,0,38.21,36.38,7.5,21.42,18.5,11.07,95.72,0,57.87,18.11,19.74,50.67,4.28
ICICI Pru Energy Opportunities Fund,Sectoral Fund - Energy & Power,,,,,Growth,9958.3,0.44,0,1,Allowed,5000,0,-1.8,0,0,0,0,0,0,27.44,36.38,10.88,10.14,18.5,7.27,89.38,3.99,64.58,14.19,10.6,44.64,6.63
Tata Resources & Energy Fund,Sectoral Fund - Energy & Power,,,,,Growth,1042.41,0.57,0,0.25,Allowed,5000,150,-1.07,8.73,38.9,22.98,15.47,26.61,0,36.77,36.38,5.01,20.85,18.5,33.22,96.28,0,50.86,20.71,24.7,25.71,3.69
Franklin Build India Fund,Sectoral Fund - Infrastructure,,,,,Growth,2908.45,0.91,0,1,Allowed,5000,0,1.01,9.82,51.67,37.59,28.81,29.41,20.04,39.65,47.28,7.11,19.2,19.51,42.8,94.69,0,49.16,14.21,31.32,29.79,5.15
Quant Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,3599.01,0.66,0,0.5,Allowed,5000,1000,-5.37,0.5,49.46,41.65,24.85,36.35,19.94,28.07,47.28,10.54,22.24,19.51,45.99,96.15,1.39,62.17,4.86,29.12,45.87,2.47
Invesco India Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,1666.48,0.7,0,1,Allowed,1000,0,-1.14,12.81,56.02,37.36,27.89,32.15,19.42,64.11,47.28,7.18,21.24,19.51,36.17,98.61,0,38.66,28.3,31.65,21.11,1.39
DSP India T.I.G.E.R Fund,Sectoral Fund - Infrastructure,,,,,Growth,5406.16,0.84,0,1,Allowed,100,100,0.45,13.58,60.4,38.53,31.64,30.35,18.67,53.56,47.28,6.82,19.78,19.51,46.93,95.15,0,37.46,13.44,44.25,22.01,4.05
Bank of India Mfg & Infra Fund,Sectoral Fund - Infrastructure,,,,,Growth,528.69,0.81,0,1,Allowed,5000,0,-1.61,11.41,45.68,33.54,26.04,31.74,18.45,44.62,47.28,5.98,18.14,19.51,43.5,92.2,0.02,29.39,18.79,44.02,27.5,7.78
HSBC Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,2790.49,0.96,0,1,Allowed,5000,0,-0.02,13.61,49.88,35.42,26.12,27.65,18.44,50.07,47.28,8.58,21.39,19.51,50.32,98.43,0,47.82,13.45,37.16,34.31,0.82
Kotak Infra & Eco Reform Fund,Sectoral Fund - Infrastructure,,,,,Growth,2367.95,0.62,0,1,Allowed,100,100,-2.1,10.24,47.1,36.18,27.6,29.6,18.4,51.97,47.28,8.73,18.15,19.51,46,97.15,0,30.52,21.26,45.37,19.46,2.85
Bandhan Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,1776.78,0.81,0,0.5,Allowed,1000,0,-4.62,14.39,62.91,39.37,28,31.84,18.35,50.07,47.28,6.82,21.09,19.51,56.87,98.86,0,31.48,15.57,51.8,18.75,0.93
Canara Rob Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,848.06,1,0,1,Allowed,5000,0,0.44,16.03,59.56,36.03,28.63,30.51,17.79,62.06,47.28,6.98,20.68,19.51,44.07,94.62,0,52.51,23.86,18.25,24.04,5.38
SBI Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,4962.73,0.95,0,0.5,Allowed,5000,1000,-2.51,9.59,41.5,34.93,26.21,27.36,17.66,52.37,47.28,8.55,15.01,19.51,42.08,93.46,0,32.37,23.14,37.95,29.89,4.42
ICICI Pru Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,6423.88,1.23,0,1,Allowed,5000,0,0.95,10.37,52.05,40.62,32.12,31.69,17.64,37.74,47.28,7.29,17.74,19.51,46.83,94.49,0.95,48.87,14.16,31.46,24.63,3.78
Tata Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,2451.22,1.13,0,0.25,Allowed,5000,0,-4.4,7.5,45.8,35.94,26.57,28.62,17.6,57.03,47.28,7.39,19.9,19.51,42.46,95.52,0,31.88,22.91,40.72,16.64,3.68
LIC MF Infra Fund,Sectoral Fund - Infrastructure,,,,,Growth,786.09,1.38,0,1,Allowed,5000,200,0.3,22.65,65.1,36.93,30.7,29.34,16.74,52.45,47.28,12.04,21.31,19.51,39.58,94.77,0,19.5,21.6,53.67,19.75,5.23
Aditya Birla SL Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,1194.79,1.32,0,1,Allowed,1000,100,-0.49,10.09,42.87,32.09,24.13,28,15.52,49.75,47.28,7.2,18.69,19.51,53.53,97.17,0,41.2,14.79,41.19,23.55,2.42
Sundaram Infra Advantage Fund,Sectoral Fund - Infrastructure,,,,,Growth,1000.18,1.73,0,0.5,Allowed,100,0,-0.56,8.93,43.77,29.99,21.08,24.78,15.49,49.86,47.28,5.69,19.54,19.51,50.6,93.58,0,50.73,15.3,27.55,30.72,5.01
Taurus Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,10.35,2.15,0,1,Allowed,500,1000,-1.86,8.2,36.86,26.96,20.56,23.52,15.46,36.55,47.28,8.8,20.61,19.51,37.29,97.41,0,44.72,12.56,40.13,31.43,2.5
UTI Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,2292.94,1.83,0,1,Allowed,5000,1500,-3.5,7.54,39.2,27.57,20.34,22.04,13.45,41.31,47.28,4.8,18.43,19.51,42.78,95.27,0.1,61.68,15.81,17.78,38.71,3.88
HDFC Infrastructure Fund,Sectoral Fund - Infrastructure,,,,,Growth,2515.87,1.1,0,1,Allowed,100,100,-0.42,9.6,46.48,40.3,31.96,26.04,12.33,33.4,47.28,7.43,18.69,19.51,63.08,93.95,0,46.33,4.66,42.97,25.19,4.09
IL&FS Infra Debt Fund - Series 2-B,Sectoral Fund - Infrastructure (Debt),,,,,Growth,348.27,0,0,0,Not allowed,0,0,2.3,52.64,55.89,26.65,30.31,0,0,0,0,0,0,0,8.67,0,0,0,0,0,69.69,24.09
IL&FS Infra Debt Fund - Series 2-C,Sectoral Fund - Infrastructure (Debt),,,,,Growth,275.04,0,0,0,Not allowed,0,0,2.36,52.83,56.15,20.12,23.01,0,0,0,0,0,0,0,0,0,0,0,0,0,81.39,6.4
IL&FS Infra Debt Fund - Series 3-B,Sectoral Fund - Infrastructure (Debt),,,,,Growth,253.42,0,0,0,Not allowed,0,0,1.86,5.79,7.98,11.55,10.34,7.71,0,0,0,0,0,0,6.64,0,0,0,0,0,74.06,6.24
IL&FS Infra Debt Fund - Series 2-A,Sectoral Fund - Infrastructure (Debt),,,,,Growth,203.58,0,0,0,Not allowed,0,0,2.71,51.39,53.72,42.23,48.76,0,0,0,0,0,0,0,40.81,0,0,0,0,0,99.91,31.3
Nippon India Pharma Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,8688.65,0.91,0,1,Allowed,5000,0,4.04,21.46,44.93,20.47,20.76,29.73,16.31,52.69,52.12,4.09,11.88,12.92,24.02,95.57,0,54.01,16.21,25.34,41.95,4.43
SBI Healthcare Opp Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,3416.13,0.89,0,0.5,Allowed,5000,5000,10.79,24.43,53.45,21.99,25.36,31.31,15.17,63.99,52.12,4.65,11.61,12.92,30.53,96.74,0,41.44,13.16,37.58,35.96,3.26
UTI Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,1201.38,1.28,0,1,Allowed,5000,1500,8.72,29.16,54.56,19.34,21.85,30.12,14.09,49.91,52.12,4.07,12.09,12.92,27.1,98.47,0.11,34.17,23.26,41.04,30.94,1.41
