Name,Sub Category,NSE Benchmark,BSE Benchmark,Crisil Benchmark,MSCI Benchmark,Plan,AUM,expense_ratio,lockin,exit_load,sip_investment,minimum_lumpsum,minimum_sip,absolute_returns__3m,absolute_returns__6m,absolute_returns__1y,3y_avg_annual_rolling_return_,cagr_3y,cagr_5y,cagr_10y,pe_ratio,category_pe_ratio,tracking_error,volatility,category_st_dev,maximum_drawdown,percentage_equity_holding,percentage_debt_holding,percentage_largecap_holding,percentage_midcap_holding,percentage_smallcap_holding,percentage_concetration__top_5_holdings,percentage_cash_holding
ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,5024,1.09,0,1,Allowed,5000,5000,6.91,27.84,58.43,22.46,24.82,32.37,0,48.28,52.12,3.79,12.41,12.92,20.58,97.87,0,46.5,13.01,38.36,40.61,2.13
DSP Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,3094.08,0.6,0,0.5,Allowed,100,0,9.42,27.76,55.96,20.91,23.98,33.36,0,58.05,52.12,6.45,11.9,12.92,21.74,95.97,0,31.16,20,31.18,44.4,3.28
Mirae Asset Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,2770.21,0.48,0,1,Allowed,5000,0,5.17,25.2,49.17,20.17,20.57,31.55,0,48.92,52.12,3.26,12.79,12.92,19.98,99.64,0,50.96,29.01,19.67,40,0.35
HDFC Pharma and Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,1382.6,0.95,0,1,Allowed,100,0,10.1,31.68,61.63,0,0,0,0,48.47,52.12,3.89,12.47,12.92,5.8,99.23,0,46.24,19.36,33.63,40.42,0.77
Tata India Pharma & Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,1208.05,0.7,0,0.25,Allowed,5000,1500,3.66,21.95,49.94,21.43,22.62,29.65,0,46.61,52.12,4.68,12.97,12.92,19.84,94.62,0,47.76,24.72,22.14,41.08,5.38
Aditya Birla SL Pharma & Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,888.27,0.92,0,1,Allowed,1000,0,2.08,20.02,46.44,19.9,19.69,26.51,0,47,52.12,4.34,12.02,12.92,20.46,93.63,0,46.16,24.92,22.55,42.64,6.37
Quant Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,437.41,0.69,0,1,Allowed,5000,1000,-0.07,23.93,56.27,0,0,0,0,39.47,52.12,14.63,17.91,12.92,11.14,84.87,0,11.28,12.47,61.12,36.55,1.21
Kotak Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,405.71,0.74,0,1,Allowed,100,100,7.99,23.73,0,0,0,0,0,47.37,52.12,6.12,13.22,12.92,5.43,99.06,0,49.97,18.9,30.19,35.48,0.94
WOC Pharma and Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,231.99,0.68,0,1,Allowed,500,0,12.61,32.3,0,0,0,0,0,54.47,52.12,5.11,13.26,12.92,7,82.96,4.02,31.16,15.42,36.38,34.14,13.02
ITI Pharma & Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,208.21,0.47,0,1,Allowed,5000,0,7.88,27.25,54.44,0,21.69,0,0,63.73,52.12,5.71,12.86,12.92,17.69,98.2,0,47,24.78,26.43,38.57,1.8
LIC MF Healthcare Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,80.86,1.21,0,1,Allowed,5000,200,9.54,26.18,54.49,15.23,18.26,25.71,0,61.54,52.12,5.07,13.69,12.92,22.23,96.61,0,36.87,31.95,27.79,33.39,3.39
Bandhan BSE Healthcare Index Fund,Sectoral Fund - Pharma & Health Care,,,,,Growth,17.16,0.21,0,0.25,Allowed,1000,0,0,0,0,0,0,0,0,53.93,52.12,4.89,13.91,12.92,4.58,100.06,0,55.56,19.43,25.06,39.78,-0.06
SBI Contra Fund,Contra Fund,NIFTY 500,BSE 500 ,,,Growth,40486.05,0.58,0,1,Allowed,5000,500,-0.35,9.85,37.44,31.86,23.82,31.03,17.47,37.48,40.57,3.69,14.02,15.05,44.74,81.17,5.48,44,20.52,14.17,25.28,12.53
Sundaram Services Fund,Sectoral Fund - Service Industry,,,,,Growth,3875.24,0.68,0,1,Allowed,100,750,5.59,16.13,30.09,23.08,15.75,23.39,0,55.11,45.78,6.78,12.93,12.32,39.62,95.24,0.98,46.08,17.67,30.65,26.37,3.78
Aditya Birla SL Digital India Fund,Sectoral Fund - Technology,,,,,Growth,5046.46,0.75,0,1,Allowed,1000,0,6.74,23.52,32.01,20.01,11.01,29.37,19.74,51.78,55.46,4.64,16.36,16.57,34.5,96.4,0,62.29,8.04,21.81,53.49,2.64
ICICI Pru Technology Fund,Sectoral Fund - Technology,,,,,Growth,13495.32,0.98,0,1,Allowed,5000,0,7.42,24.57,39.33,19.4,9.49,30.54,19.17,53.4,55.46,3.2,16.3,16.57,35.09,92.74,0.46,65.97,8.61,15.93,53.34,2.65
SBI Technology Opp Fund,Sectoral Fund - Technology,,,,,Growth,4304.48,0.84,0,0.5,Allowed,5000,500,7.94,25.27,38.66,20.08,12.33,28.46,18.04,55.38,55.46,5.53,15.42,16.57,29.85,97.27,0,47.55,13.42,23.35,53.25,2.73
Franklin India Technology Fund,Sectoral Fund - Technology,,,,,Growth,1844.85,1.06,0,1,Allowed,5000,500,3.72,17.08,43.35,21.74,15.61,28.6,17.83,56.97,55.46,10.99,15.17,16.57,30.75,91.14,0,62.37,7.66,18.14,59.42,5.77
Tata Digital India Fund,Sectoral Fund - Technology,,,,,Growth,12052.06,0.35,0,0.25,Allowed,5000,0,9.28,27.05,45.73,21.54,12.47,30.59,0,58.29,55.46,6.34,17.41,16.57,31.67,94.99,0,68.53,9.96,16.5,52.25,5.01
HDFC Technology Fund,Sectoral Fund - Technology,,,,,Growth,1339.69,0.96,0,1,Allowed,100,5000,8.91,27.85,44.99,0,0,0,0,54.54,55.46,4.17,16.68,16.57,8.07,93.89,0,62.93,12.86,18.1,56.54,6.11
Edelweiss Technology Fund,Sectoral Fund - Technology,,,,,Growth,652.4,0.57,0,1,Allowed,100,100,8.54,23.6,0,0,0,0,0,51.72,55.46,9.31,14.66,16.57,5.65,96.59,0,43.59,18.48,13.35,31.63,3.41
Kotak Technology Fund,Sectoral Fund - Technology,,,,,Growth,550.8,0.96,0,1,Allowed,100,100,7.47,28.54,0,0,0,0,0,61.69,55.46,5.58,16.12,16.57,6.89,95.87,0,66.5,13.83,13.89,56.01,4.13
Quant Teck Fund,Sectoral Fund - Technology,,,,,Growth,424.38,0.78,0,1,Allowed,5000,1000,-1.97,12.02,35.91,0,0,0,0,49.48,55.46,17.67,18.4,16.57,9.72,90.71,0,18.76,16.1,55.85,44.67,4.48
Invesco India Technology Fund,Sectoral Fund - Technology,,,,,Growth,276.13,0.77,0,0.5,Allowed,1000,0,0,0,0,0,0,0,0,61.31,55.46,11.98,18,16.57,6.15,79.53,0,28.8,37.41,13.32,52.85,20.47
WOC Digital Bharat Fund,Sectoral Fund - Technology,,,,,Growth,251.55,0.49,0,1,Allowed,500,0,0,0,0,0,0,0,0,0,55.46,12.76,20.57,16.57,6.29,92.42,1.97,39.95,21.29,31.18,39.95,5.61
Motilal Oswal Digital India Fund,Sectoral Fund - Technology,,,,,Growth,0,0,0,1,Allowed,500,100,0,0,0,0,0,0,0,0,55.46,0,0,16.57,0,0,0,0,0,0,0,0
ICICI Pru Short Term Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,19922.45,0.45,0,0,Allowed,5000,5000,2.09,4.5,8.62,6.6,7.13,7.64,8.32,0,0,0,0.67,0.73,2.42,0,0,0,0,0,29.48,2.26
Aditya Birla SL Short Term Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,8923.74,0.38,0,0,Allowed,1000,0,2.14,4.62,8.79,6.29,6.84,7.37,8.14,0,0,0,0.77,0.73,2.75,0,0,0,0,0,26.39,2.67
Axis Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,9303.57,0.36,0,0,Allowed,5000,0,2.1,4.52,8.69,5.97,6.58,7.06,7.93,0,0,0,0.69,0.73,2.6,0,0,0,0,0,27.98,5.66
Kotak Bond Short Term Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,16894.54,0.37,0,0,Allowed,100,100,2.12,4.64,8.77,5.77,6.37,6.92,7.85,0,0,0,0.74,0.73,2.23,0,0,0,0,0,34.45,3.19
Baroda BNP Paribas Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,196.65,0.38,0,0,Allowed,5000,0,2.19,4.52,8.56,5.78,6.42,6.52,7.82,0,0,0,0.65,0.73,2.09,0,0,0,0,0,38.2,4.29
Nippon India Short Term Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,7586.36,0.38,0,0,Allowed,100,5000,2.15,4.58,8.72,6.05,6.54,7.09,7.81,0,0,0,0.64,0.73,1.92,0,0,0,0,0,28.3,3.4
HDFC Short Term Debt Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,14972.01,0.4,0,0,Allowed,100,100,2.13,4.57,8.73,5.93,6.51,7.17,7.8,0,0,0,0.65,0.73,2.67,0,0,0,0,0,17.79,3.71
SBI Short Term Debt Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,13192.63,0.35,0,0,Allowed,5000,1000,2.08,4.49,8.38,5.63,6.27,6.59,7.57,0,0,0,0.66,0.73,2.35,0,0,0,0,0,29.05,4.27
Bandhan Bond Fund - Short Term Plan,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,9328.91,0.33,0,0,Allowed,1000,100,2.03,4.58,8.72,5.53,6.13,6.57,7.52,0,0,0,0.8,0.73,2.55,0,0,0,0,0,54.81,2.42
DSP Short Term Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,2828.68,0.34,0,0,Allowed,100,0,2.08,4.54,8.47,5.47,6.19,6.5,7.5,0,0,0,0.65,0.73,2.75,0,0,0,0,0,28.93,4.81
Invesco India Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,443.83,0.35,0,0,Allowed,1000,0,2.02,4.43,8.44,5.33,6.03,6.44,7.36,0,0,0,0.74,0.73,2.82,0,0,0,0,0,39.86,5.71
HSBC Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,3785.73,0.27,0,0,Allowed,5000,500,2,4.44,8.33,5.25,5.91,6.34,7.34,0,0,0,0.7,0.73,2.26,0,0,0,0,0,31.3,0.42
Groww Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,55.14,0.4,0,0,Allowed,100,0,1.94,4.45,8.48,5.15,5.8,5.92,7.28,0,0,0,0.72,0.73,1.21,0,0,0,0,0,57.08,23.17
Canara Rob Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,351.48,0.41,0,0,Allowed,5000,0,1.94,4.18,7.99,5.2,5.87,6.23,7.05,0,0,0,0.65,0.73,2.15,0,0,0,0,0,37.27,9.13
Tata ST Bond Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,2904.29,0.36,0,0,Allowed,5000,150,2.02,4.4,8.47,5.67,6.34,6.75,7.04,0,0,0,0.69,0.73,5.12,0,0,0,0,0,26.18,2.81
UTI Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,2675.97,0.41,0,0,Allowed,500,500,2.16,4.36,8.64,7.43,6.59,8.05,6.95,0,0,0,0.66,0.73,13.16,0,0,0,0,0,47.37,17.83
Sundaram Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,193.82,0.29,0,0,Allowed,5000,0,2.32,4.7,8.74,5.8,6.58,6.79,6.61,0,0,0,0.8,0.73,9.38,0,0,0,0,0,38.3,7.47
Bank of India Short Term Income Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,71.7,0.45,0,0,Allowed,5000,0,3.78,6.09,9.97,12.74,13.94,8.97,6.47,0,0,0,2.09,0.73,19.8,0,0,0,0,0,58.88,28.86
Franklin India ST Income Plan,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,12.51,0.04,0,0,Not allowed,0,0,0,0,0,6.67,3.4,3.72,6.32,0,0,0.46,0,0.73,12.79,0,0,0,0,0,100,100
Mirae Asset Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,365.74,0.29,0,0,Allowed,5000,99,2.04,4.53,8.61,5.66,6.32,6.55,0,0,0,0,0.66,0.73,2.2,0,0,0,0,0,34.24,3.72
TRUSTMF Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,147.35,0.23,0,0,Allowed,1000,0,1.95,4.3,7.84,5.95,6,0,0,0,0,0,0.69,0.73,1.07,0,0,0,0,0,57.82,2.84
JM Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,125.65,0.34,0,0,Allowed,1000,100,1.94,4.32,8.09,0,0,0,0,0,0,0,0.65,0.73,0.24,0,0,0,0,0,34.21,4.69
LIC MF Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,109.13,0.37,0,0,Allowed,5000,0,2.08,4.59,8.68,5.3,6.06,6.26,0,0,0,0,0.67,0.73,2.28,0,0,0,0,0,43.92,4.22
Mahindra Manulife Short Duration Fund,Short Duration Fund,NIFTY Short Duration Debt Index  A-II,,CRISIL Short Duration Debt A-II Index,,Growth,66.75,0.29,0,0,Allowed,1000,1500,2.03,4.64,8.92,5.94,6.44,0,0,0,0,0,0.72,0.73,1.1,0,0,0,0,0,41.3,7.83
Nippon India Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,62259.56,0.66,0,1,Allowed,0,100,1.92,16.46,42.39,37.49,28.92,36.93,23.75,52.44,52.72,5.21,16.93,16.47,48.58,94.41,0,11.12,17.2,66.09,12.32,5.18
SBI Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,34217.01,0.66,0,1,Allowed,0,0,0.88,13.27,34.76,26.46,20.03,28.7,23.5,52.92,52.72,7.5,13.81,16.47,40.26,88.46,0,0,9.7,78.77,21.93,11.54
Quant Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,26330.82,0.64,0,1,Allowed,5000,1000,-0.15,10.43,47.27,41.45,26.59,47.97,21.81,47.58,52.72,6.17,19.65,16.47,46.71,89.04,0.38,22.14,0.69,66.22,33.22,10.58
HSBC Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,16919.61,0.67,0,1,Allowed,5000,500,3.9,16.16,38.05,35.43,25.03,32.07,21.78,54.75,52.72,6.08,17.24,16.47,52.45,98.13,0,3.31,26.49,68.33,12.48,1.78
Kotak Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,17593.3,0.49,0,1,Allowed,100,100,3.25,20.2,41.05,27.79,19.13,33.01,21.12,50.59,52.72,7.9,14.41,16.47,40.61,97.82,0,5.78,17.49,74.55,15,2.18
Axis Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,24766,0.54,0,1,Allowed,100,0,4.88,18.02,33.43,28.42,21.47,28.97,21.07,55.23,52.72,7.82,14.34,16.47,34.64,88.68,0.64,4.71,20.99,62.98,22.78,10.01
HDFC Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,33504.02,0.68,0,1,Allowed,100,5000,3.96,15.33,34.17,32.42,23.74,30.59,20.53,40.58,52.72,5.89,15.83,16.47,48.26,93.22,0,3.89,9.24,80.09,22.41,6.78
DSP Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,16147.05,0.84,0,1,Allowed,100,0,2.84,19.64,36.9,29.22,22.38,31.66,20.13,42.54,52.72,6.44,16.27,16.47,49.06,94.11,0,0,3.05,91.07,18.36,5.89
Franklin India Smaller Cos Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,13943.92,0.89,0,1,Allowed,5000,0,-0.27,11.93,36.83,34.19,24.65,30.34,19.15,42.84,52.72,6.37,15.8,16.47,49.92,94.35,0.18,4.74,15.89,73.72,16.34,5.24
ICICI Pru Smallcap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,8435.41,0.76,0,1,Allowed,0,0,0.46,11.98,31.51,30.06,19.84,30.27,17.83,44.2,52.72,7.6,14.53,16.47,45.12,83.75,0.19,8.99,10.13,64.64,25.75,16.06
Union Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,1662.53,0.9,0,1,Allowed,1000,0,5.63,18.64,28.79,28.06,21.05,30.84,17.13,58.83,52.72,6.02,17.83,16.47,44.71,96.78,0.07,0,15.99,80.79,12.9,3.15
Aditya Birla SL Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,5181.16,0.9,0,1,Allowed,1000,0,4.04,16.93,34.69,24.11,17.42,25.49,16.58,62.46,52.72,5.82,16.78,16.47,57.41,97.74,0,0.46,12.49,84.79,14.38,2.21
Sundaram Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,3450.08,0.8,0,1,Allowed,100,0,4.66,14.39,34.9,29.81,20.84,28.93,16.42,48.7,52.72,6.97,15.43,16.47,57.06,95.19,0.56,3.24,11.1,80.86,14.79,4.05
Canara Rob Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,12323.74,0.44,0,1,Allowed,5000,1000,2.91,18.44,37.1,32.01,21.72,35.91,0,53.52,52.72,5.7,16.36,16.47,36.18,96.78,0,13.96,23.85,58.97,14.9,3.15
Tata Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,9463.78,0.29,0,1,Allowed,0,1500,8.21,24.28,50.44,33.65,26.75,35.26,0,61.82,52.72,7.29,17.19,16.47,36.61,92.26,0,0,16.87,75.39,21.43,7.64
Bandhan Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,8716.22,0.36,0,1,Allowed,1000,100,7.1,26.3,64.64,34.6,28.42,0,0,42.11,52.72,4.29,17.75,16.47,24.34,92.39,0,5.72,14.23,72.44,16.37,7.22
Invesco India Smallcap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,5376.18,0.41,0,1,Allowed,1000,0,6.91,22.22,46.15,32.69,25.2,33.47,0,64.8,52.72,5.83,17.38,16.47,37.66,98.79,0,3.05,35.61,60.13,14.83,1.21
Mahindra Manulife Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,5220.09,0.3,0,1,Allowed,1000,500,2.72,16.35,48.33,0,0,0,0,44.54,52.72,5.15,19.48,16.47,10.31,91.34,0,9.06,14.5,67.78,18.76,8.6
UTI Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,4537.96,0.69,0,1,Allowed,5000,0,4.8,23.67,37.04,26.21,21.29,0,0,49.9,52.72,6.52,16.33,16.47,19.81,97.26,0.09,0,16.54,80.72,11.46,2.64
Edelweiss Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,4256.07,0.37,0,1,Allowed,100,100,4.9,18.65,38.6,31.9,24.05,34.8,0,55.1,52.72,6.62,15.8,16.47,37.09,96.95,0,1.11,31.64,64.19,12.54,0.72
Motilal Oswal Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,2832.08,0.45,0,1,Allowed,500,0,9.61,26.22,0,0,0,0,0,66.85,52.72,7.63,17.15,16.47,9.19,91,0,3.92,14.23,72.85,22.73,9
ITI Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,2366.1,0.29,0,1,Allowed,5000,500,5.37,17.86,51.49,28.72,22.32,0,0,59.34,52.72,4.8,19.57,16.47,39.88,97.19,0,5.91,28.98,62.3,10.95,2.45
PGIM India Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,1605.07,0.52,0,0.5,Allowed,5000,0,5.6,17.04,31.87,17.5,14.33,0,0,57.37,52.72,9.16,14.56,16.47,24.59,94.67,0.41,0,16.8,77.86,17.32,4.92
Bank of India Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,1537.17,0.48,0,1,Allowed,5000,0,6.44,22.24,41.62,32.44,24.98,39.16,0,62.39,52.72,5.93,17.63,16.47,32.37,90.2,0.01,0,14.47,75.73,19.97,9.79
Baroda BNP Paribas Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,1499.12,0.53,0,1,Allowed,5000,0,0.67,13.61,37.09,0,0,0,0,52.94,52.72,5.21,18.93,16.47,11.3,93.76,0.98,1.45,22.63,69.69,18.75,5.25
JM Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,580.69,0.52,0,1,Allowed,1000,0,5.52,0,0,0,0,0,0,50.53,52.72,5.36,19.6,16.47,8.66,95.53,0,0,11.84,83.69,14.28,4.47
LIC MF Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,385.61,1.53,0,1,Allowed,5000,0,4.05,24.07,48.66,31.56,24.7,30.78,0,46.61,52.72,7,19.11,16.47,46.02,97.94,0,2.22,13.9,81.82,14.82,2.06
Quantum Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,86.47,0.6,0,1,Allowed,500,500,3.69,13.59,23.7,0,0,0,0,43.3,52.72,8.58,12.31,16.47,7.74,83.67,0,11.47,4.27,67.92,27.64,16.33
TRUSTMF Small Cap Fund,Small Cap Fund,NIFTY Smallcap 250,BSE 250 SmallCap,,,Growth,0,0,0,1,Allowed,1000,0,0,0,0,0,0,0,0,0,52.72,17.4,7.34,16.47,0.4,0,0,0,0,0,0,0
Invesco India PSU Equity Fund,Thematic Fund,,,,,Growth,1435.71,0.76,0,1,Allowed,1000,500,-5.31,8.04,62.62,41.33,32.55,29.42,18.64,30.12,50.09,5.61,27.19,16.15,33.42,99.43,0,64.86,27.85,6.71,38.85,0.57
Franklin India Opportunities Fund,Thematic Fund,,,,,Growth,5622.81,0.5,0,1,Allowed,5000,500,1.81,15.74,59.41,31.39,26.47,28.98,17.91,62.3,50.09,6.43,15.45,16.15,39.34,92.41,0,40.9,14.17,37.34,23.41,7.59
SBI Magnum Comma Fund,Thematic Fund,,,,,Growth,697.31,1.89,0,0.5,Allowed,5000,5000,-0.71,6.09,34.17,20.56,11.68,22.69,15.55,43.32,50.09,6.9,21.67,16.15,40.75,94.16,0,50.92,12.51,30.73,36.23,5.84
Nippon India Focused Equity Fund,Focused Fund,NIFTY 500,BSE 500 ,,,Growth,8476.61,1.14,0,1,Allowed,5000,5000,-0.42,11.54,26.55,20.16,13.69,20.97,15.38,34.94,48.53,5.41,12.65,14.64,43.43,88.02,0,43.01,24.3,20.71,37.27,10.21
Tata Ethical Fund,Thematic Fund,,,,,Growth,3329.71,0.67,0,0.5,Allowed,5000,1500,-1.32,11.39,31.52,19.81,14.41,21.76,14.62,50.93,50.09,3.05,12.49,16.15,29.5,92.67,0,40.97,34.82,16.87,24.65,7.33
Taurus Ethical Fund,Thematic Fund,,,,,Growth,250.66,1.35,0,1,Allowed,500,1000,-1.17,12.33,37.57,20.5,15.86,21.5,14.51,36.97,50.09,3.8,13.57,16.15,29.36,97.31,0,60.16,20.27,16.89,26.85,2.69
UTI Transportation & Logistics Fund,Thematic Fund,,,,,Growth,3477.85,0.87,0,1,Allowed,5000,500,-4.15,5.43,41.04,30.06,24.41,23.99,13.93,38.78,50.09,3.9,16.23,16.15,56.91,95.93,0.21,67.63,15.65,12.65,46.61,3.82
Nippon India Quant Fund,Thematic Fund,,,,,Growth,83.17,0.41,0,0.25,Allowed,5000,0,1.01,10.19,39.42,24.4,19.47,22.72,13.79,43.03,50.09,4.59,16.92,16.15,32.78,98.97,0,83.12,15.85,0,29.84,1.03
SBI ESG Exclusionary Strategy Fund,Thematic Fund,,,,,Growth,5750.44,1.29,0,1,Allowed,1000,1500,1.44,11.89,29.26,16.83,11.4,17.01,13.68,41.23,50.09,3.83,12.81,16.15,36.66,98.08,0,76.78,13.54,5.74,34.12,1.92
SBI PSU Fund,Thematic Fund,,,,,Growth,4471.14,0.72,0,0.5,Allowed,5000,1500,-4.14,4.49,63.51,43.24,34.67,26.12,13.18,17.42,50.09,5.81,26.77,16.15,47.06,96.64,0,72.65,20.86,3.13,46.24,3.36
ICICI Pru India Opp Fund,Thematic Fund,,,,,Growth,24143.14,0.63,0,1,Allowed,5000,5000,0.91,13.04,38.11,32.59,25.06,29.04,0,36.15,50.09,5.71,10.98,16.15,40.13,87.16,1.39,58.09,15.54,13.53,33.08,11.44
HDFC Manufacturing Fund,Thematic Fund,,,,,Growth,12771.88,0.43,0,1,Allowed,100,100,-1.5,0,0,0,0,0,0,44.39,50.09,4.12,16.46,16.15,9.14,97.98,0.56,59.67,19.65,18.66,22.07,1.46
Franklin India Focused Equity Fund,Focused Fund,NIFTY 500,BSE 500 ,,,Growth,12068.03,0.94,0,1,Allowed,5000,0,-0.45,9.56,32.38,22.72,15.95,21.72,15.97,48.6,48.53,4.62,13.25,14.64,37.69,94.64,0.2,74.6,15.07,4.97,34.99,4.94
SBI Innovative Opportunities Fund,Thematic Fund,,,,,Growth,8173.79,0.56,0,1,Allowed,5000,0,0,0,0,0,0,0,0,64.67,50.09,7.06,10.1,16.15,6.68,92.38,1.28,38.47,27.63,26.29,29.16,6.34
ICICI Pru Manufacturing Fund,Thematic Fund,,,,,Growth,7041.78,0.72,0,1,Allowed,5000,0,-1.74,9.46,47.81,33.09,25.71,28.36,0,43.48,50.09,4.22,16.36,16.15,37.63,97.51,0.07,55.36,22.05,20.1,23.97,2.29
Axis India Manufacturing Fund,Thematic Fund,,,,,Growth,6517.72,0.36,0,1,Allowed,500,0,-0.64,14.29,0,0,0,0,0,56.32,50.09,4.12,16.88,16.15,9.35,97.17,0,58.88,22.97,15.33,23.07,2.83
